entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,fecha_de_recepcion_de,fecha_de_apertura_de_respuesta,fecha_de_apertura_efectiva,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,fecha_adjudicacion,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1923453,IDU-ID-SGGC-PSP-820-DTP-2021,701946188,CO1.BDOS.1871823,PRESTACIÓN DE SERVICIOS PROFESIONALES,Prestar servicios profesionales para apoyar a la supervisión de los proyectos y contratos de mediana y alta complejidad de la Dirección Técnica de Proyectos que le sean asignados asociados a la ejecución y/o liquidación de los proyectos del sistema vial y espacio público de la ciudad.,Presentación de oferta,2021-04-07,2021-04-07,2021-04-07,95480000,Contratación directa,Servicios profesionales y apoyo a la gestión,11,Mes(es),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705488583,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,Angie Viviana Garzon Leguizamon,1030560635,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1896309'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1907043,IDU-ID-SGGC-PSP-658-DTP-2021,701946188,CO1.BDOS.1855471,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,Prestar servicios profesionales a la Dirección Técnica de Proyectos para priorizar intervenciones relacionadas con acciones ciudadanas interpuestas al IDU o al Distrito Capital.,Presentación de oferta,2021-04-07,2021-04-07,2021-04-07,49680000,Contratación directa,Servicios profesionales y apoyo a la gestión,270,día(s),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705485175,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,RICARDO CUERVO,1032373517,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1895667'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.2657484,IDU-ID-SGGC-PSP-282-STCST-2022,701946188,CO1.BDOS.2583655,CONTRATO DE PRESTACION DE SERVICIOS,Prestar servicios profesionales para brindar soporte a la supervisión de los convenios y los contratos de interventoría que hacen seguimiento a las obras contratadas por el IDU asociadas a los proyectos relacionados con la conservación de la infraestructura vial a cargo de la Subdirección Técnica de Conservación del Subsistema de Transporte,Presentación de oferta,2022-01-18,2022-01-18,2022-01-18,63480000,Contratación directa,Servicios profesionales y apoyo a la gestión,0,día(s),,,,Bogotá,Subdirección técnica de Conservación del Subsistema de Transporte,0,0,0,0,0,0,0,0,0,Seleccionado,60,No,No Adjudicado,705022507,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,Francy Lorena Rojas Pérez,1019074501,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2595522'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.3116869,IDU-ID-SGGC-PSP-1023-STED-2022,701946188,CO1.BDOS.3034332,Prestación de servicios,Prestar servicios profesionales especializados en el seguimiento y control de los proyectos y apoyar la supervisión de los contratos estratégicos catalogados de alto impacto del Sistema Transmilenio a cargo de la Subdirección Técnica de Seguimiento a Estudios y Diseños.,Presentación de oferta,2022-07-18,2022-07-18,2022-07-18,94920000,Contratación directa,Servicios profesionales y apoyo a la gestión,7,Mes(es),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705482735,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,Doris Jeanet Rodríguez López,51973294,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3046180'},701946188,Adjudicado
INSTITUCION EDUCATIVA RURAL RAFAEL POMBO,810002769,Caldas,Manizales,Territorial,Centralizada,CO1.REQ.6768466,CONT. 52 - 2024,718451933,CO1.BDOS.6641183,RUTA 15,PRESTAR EL SERVICIO DE TRANSPORTE ESCOLAR RURAL CON ACOMPAÑANTE EN LA SEDE PRINCIPAL DE LA INSTITUCION RURAL RAFEL POMBO EN LA RUTA 15: FARO - FONDITOS - COLEGIO Y VICEVERSA.,Presentación de oferta,2024-09-02,2024-09-02,2024-09-02,11892160,Contratación régimen especial,Regla aplicable,70,día(s),,,,Manizales,TESORERIA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6650061'},718451933,Presentación de oferta
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.3074216,IDU-ID-SGGC-PSP-616-STED-2022,701946188,CO1.BDOS.2991920,CONTRATACIÓN DIRECTA,"Prestar servicios profesionales orientados a brindar apoyo a la supervisión técnica, legal,
financiera y administrativa de los contratos de la Dirección Técnica de Proyectos y sus
Subdirecciones.",Presentación de oferta,2022-06-30,2022-06-30,2022-06-30,52080000,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,703151324,Cundinamarca,Zipaquirá,,0,No Adjudicado,chris briggette briceño martinez,1075654570,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3001076'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.736886,IDU-ID-SGGC-PSP-969-DTP-2019,701946188,CO1.BDOS.715606,PRESTACION DE SERVICIOS PROFESIONALES Y/O APOYO A LA GESTION,Prestar servicios profesionales como especialista en el componente de Geometría Vial y apoyar la supervisión de proyectos y contratos de la Dirección Técnica de Proyectos,Presentación de oferta,2019-02-01,2019-02-01,2019-02-01,7640000,Contratación directa,Servicios profesionales y apoyo a la gestión,345,día(s),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705437259,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,cesar napoleon guio,74334722,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.706122'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.3128997,IDU-ID-SGGC-PSP-1019-DTP-2022,701946188,CO1.BDOS.3045661,CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES,"Prestar servicios profesionales como especialista, para apoyar las labores a cargo del grupo de Urbanismo, Espacio Público, Paisajismo y Arquitectura de proyectos y contratos de la Dirección Técnica de Proyectos.",Presentación de oferta,2022-07-19,2022-07-19,2022-07-19,60760000,Contratación directa,Servicios profesionales y apoyo a la gestión,7,Mes(es),,,,No Aplica,Dirección Técnica de Proyectos,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705487544,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,ANA MARIA PAEZ CANTOS,52708708,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3050829'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1255702,IDU-ID-SGGC-PSP-238-DTP-2020,701946188,CO1.BDOS.1217802,PRESTACION DE SERVICIOS,Prestar servicios profesionales para liderar y gestionar la elaboración de los proyectos en etapa de preinversion del sistema Vial a cargo de la Dirección Técnica de Proyectos.,Presentación de oferta,2020-05-02,2020-05-02,2020-05-02,90355000,Contratación directa,Servicios profesionales y apoyo a la gestión,248,día(s),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1229007'},701946188,Adjudicado
INSTITUCION EDUCATIVA RURAL RAFAEL POMBO,810002769,Caldas,Manizales,Territorial,Centralizada,CO1.REQ.3977218,CONT. 11 - 2023,718451933,CO1.BDOS.3881592,RUTA 11,"Prestar el servicio de transporte escolar rural CON ACOMPAÑANTE en la sede principal de La Institución Rural Rafael Pombo, en la ruta 11, MINARRICA, COLEGIO Y VICEVERSA.",Presentación de oferta,2023-01-30,2023-01-30,2023-01-30,13618986,Contratación régimen especial,Regla aplicable,106,día(s),,,,Manizales,TESORERIA,0,0,0,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3882687'},718451933,Presentación de oferta
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1615072,IDU-ID-SGGC-PSP-1481-DTP-2020,701946188,CO1.BDOS.1566353,PRESTACIÓN DE SERVICIOS PROFESIONALES Y/O APOYO A LA GESTIÓN,Prestar servicios profesionales para apoyar a la supervisión de los proyectos y contratos de baja complejidad de la Dirección Técnica de Proyectos que le sean asignados asociados a la ejecución y/o liquidación de los proyectos del sistema vial y espacio público de la ciudad.,Presentación de oferta,2020-11-29,2020-11-29,2020-11-29,27600000,Contratación directa,Servicios profesionales y apoyo a la gestión,5,Mes(es),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705483063,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,MARTHA LILIANA BERNAL DÍAZ,51917235,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1584210'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.718036,IDU-ID-SGGC-PSP-252-STMST-2019,701946188,CO1.BDOS.696959,Prestación de servicios profesionales,Prestar servicios profesionales para gestionar los asuntos relacionados con seguridad y salud en el trabajo de los proyectos que adelanta la subdirección general de infraestructura.,Presentación de oferta,2019-01-25,2019-01-25,2019-01-25,60490000,Contratación directa,Servicios profesionales y apoyo a la gestión,337,día(s),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705070225,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,Johana Milena Casas Pérez,26593212,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.689001'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.4204455,IDU-ID-SGGC-PSP-801-STCSV-2023,701946188,CO1.BDOS.4108155,CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES,Prestar servicios profesionales para brindar soporte a la supervisión de los convenios y los contratos de interventoría que hacen seguimiento a las obras contratadas por el IDU asociadas a los proyectos relacionados con la conservación de la infraestructura vial a cargo de la Subdirección Técnica de Conservación del Subsistema Vial.,Presentación de oferta,2023-03-06,2023-03-06,2023-03-06,56800000,Contratación directa,Servicios profesionales y apoyo a la gestión,10,Mes(es),,,,Bogotá,Subdirección Técnica de Conservación del Subsistema Vial,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,703620666,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,Gomer Gildardo Pulido Guio,7228842,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4127729'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.5911982,IDU-ID-SGGC-PSP-218-STCSV-2024,701946188,CO1.BDOS.5795401,PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,Prestar servicios profesionales para brindar soporte a la supervisión de los convenios y los contratos de interventoría que hacen seguimiento a las obras contratadas por el IDU asociadas a los proyectos relacionados con la conservación de la infraestructura vial a cargo de la Subdirección Técnica de Conservación del Subsistema Vial.,Presentación de oferta,2024-03-09,2024-03-09,2024-03-09,22720000,Contratación directa,Servicios profesionales y apoyo a la gestión,4,Mes(es),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,718779754,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,Sergio Alejandro Díaz Suárez,1049641537,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5810063'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.4182929,IDU-ID-SGGC-PSP-767-SGDU-2023,701946188,CO1.BDOS.4086062,PRESTACION DE SERVICIOS Y/O APOYO A LA GESTION,"Prestar sus servicios profesionales a la subdirección de desarrollo urbano para apoyar la
coordinación interinstitucional y gestiones con las empresas de servicios públicos y/o
entidades públicas que se requieran en el marco de la ejecución y desarrollo de los
proyectos del Instituto",Presentación de oferta,2023-03-03,2023-03-03,2023-03-03,89400000,Contratación directa,Servicios profesionales y apoyo a la gestión,10,Mes(es),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,709402168,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,EDNA BARBARITA VALERO OLAYA,52429742,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4117297'},701946188,Adjudicado
COLEGIO CEDID GUILLERMO CANO ISAZA INSTITUCION EDUCATIVA DISTRITAL,800045015,Distrito Capital de Bogotá,Bogotá,Territorial,Centralizada,CO1.REQ.3622544,056-2022,704194356,CO1.BDOS.3529436,Salidas pedagógicas,Salidas pedagógicas,Presentación de oferta,2022-11-16,2022-11-16,2022-11-16,1680000,Contratación régimen especial,Regla aplicable,5,día(s),,,,Bogotá,COLEGIO GUILLERMO CANO ISAZA IED,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3535152'},704194356,Presentación de oferta
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.777154,IDU-ID-SGGC-PSP-1152-STMST-2019,701946188,CO1.BDOS.755366,PRESTACION DE SERVICIOS PROFESIONALES Y/O APOYO A LA GESTION,"Prestar servicios profesionales para brindar apoyo en la supervisión del componente ambiental, de los contratos de interventoría de las obras que se ejecutan.",Presentación de oferta,2019-02-20,2019-02-20,2019-02-20,38525000,Contratación directa,Servicios profesionales y apoyo a la gestión,330,día(s),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705505881,Cundinamarca,No Definido,,0,No Adjudicado,yeny romero,1022378966,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.746574'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.2561738,IDU-ID-SGGC-PSP-142-STCST-2022,701946188,CO1.BDOS.2486513,CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES,Prestar servicios profesionales para apoyar a la supervisión en la gestión integral de los convenios y los contratos de interventoría que hacen seguimiento a las obras contratadas por el IDU asociadas a los proyectos relacionados con la conservación de la infraestructura vial a cargo de la Subdirección Técnica de Conservación del Subsistema de Transporte.,Presentación de oferta,2022-01-10,2022-01-10,2022-01-10,99820000,Contratación directa,Servicios profesionales y apoyo a la gestión,345,día(s),,,,Bogotá,Subdirección técnica de Conservación del Subsistema de Transporte,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,704945526,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,LYDA ASTRID GALLO GONZALEZ,1052380457,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2515222'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.3187633,IDU-ID-SGGC-PSP-1203-STED-2022,701946188,CO1.BDOS.3102745,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,"Prestar servicios profesionales para realizar el apoyo a la supervisión técnica, legal,
financiera y administrativa a los contratos de proyectos asociados al sistema Transmilenio a cargo de la Dirección Técnica y sus Subdirecciones.",Presentación de oferta,2022-08-05,2022-08-05,2022-08-05,60760000,Contratación directa,Servicios profesionales y apoyo a la gestión,7,Mes(es),,,,Bogotá,Subdirección Técnica Seguimiento Estudios y Diseños,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,708733811,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,DIEGO FERNANDO VARGAS GORDILLO,1020729240,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3113682'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.6677501,IDU-ID-SGGC-PSP-1565-DTP-2024,701946188,CO1.BDOS.6551014,CONTRATO DE PRESTACION DE SERVICIOS,"Prestar servicios profesionales especializados orientados al desarrollo de actividades de seguimiento y control realizando el apoyo a la supervisión técnica, legal, financiera y administrativa de los contratos de la Dirección Técnica de Proyectos que le sean asignados.",Presentación de oferta,2024-08-18,2024-08-18,2024-08-18,46667333,Contratación directa,Servicios profesionales y apoyo a la gestión,128,día(s),,,,No Aplica,Dirección Técnica de Proyectos,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,718813421,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,Alexander Moscoso Ramirez,79710629,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6571005'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.4246643,IDU-ID-SGGC-PSP-603-STCST-2023*,701946188,CO1.BDOS.4149362,PRESTACION DE SERVICIOS,"Prestar servicios profesionales para apoyar a la supervisión en la gestión integral de los
convenios y los contratos de interventoría que hacen seguimiento a las obras contratadas
por el IDU asociadas a los proyectos relacionados con la conservación de la infraestructura vial a cargo de la Subdirección Técnica de Conservación del Subsistema de Transporte.",Presentación de oferta,2023-03-13,2023-03-13,2023-03-13,71520000,Contratación directa,Servicios profesionales y apoyo a la gestión,8,Mes(es),,,,Bogotá,Subdirección técnica de Conservación del Subsistema de Transporte,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,704945526,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,LYDA ASTRID GALLO GONZALEZ,1052380457,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4162127'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.699116,IDU-ID-SGGC-PSP-167-STMST-2019,701946188,CO1.BDOS.678046,Prestación de servicios profesionales,"Prestar servicios técnicos de apoyo a la gestión a la Subdirección Técnica de Mantenimiento del Subsistema de Transporte, para llevar el control y realizar el seguimiento de los contratos de conservación que se adelanten.",Presentación de oferta,2019-01-17,2019-01-17,2019-01-17,33810000,Contratación directa,Servicios profesionales y apoyo a la gestión,344,día(s),,,,No Aplica,CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,704906759,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,ANTONIO ARANDA MUELAS,1064428125,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.669294'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.2675597,IDU-ID-SGGC-PSP-336-STCSV-2022.,701946188,CO1.BDOS.2602368,CONTRATO DE PRESTACION DE SERVICIOS,Prestar servicios profesionales para brindar soporte a la supervisión de los convenios y los contratos de interventoría que hacen seguimiento a las obras contratadas por el IDU asociadas a los proyectos relacionados con la conservación de la infraestructura vial a cargo de la Subdirección Técnica de Conservación del Subsistema Vial.,Presentación de oferta,2022-01-20,2022-01-20,2022-01-20,63480000,Contratación directa,Servicios profesionales y apoyo a la gestión,345,día(s),,,,Bogotá,Subdirección Técnica de Conservación del Subsistema Vial,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,706856010,Distrito Capital de Bogotá,No Definido,,0,No Adjudicado,Daniel Felipe Valencia Cespedes,1019111732,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2638304'},701946188,Adjudicado
INSTITUCION EDUCATIVA SAN SEBASTIAN,901232478,Caldas,Manizales,Nacional,Descentralizada,CO1.REQ.6393022,008-2024,718388820,CO1.BDOS.6269240,TRANSPORTE ESCOLAR RURAL,"PRESTACIÓN DE SERVICIOS DE TRANSPORTE ESCOLAR RURAL CON ACOMPAÑANTE VIGENCIA 2024, PARA LOS ESTUDIANTES DE EDUCACIÓN INICIAL, BÁSICA PRIMARIA, BÁSICA SECUNDARIA Y MEDIA ACADÉMICA INSTITUCIÓN EDUCATIVA SAN SEBASTIÁN CORRESPONDIENTE A LA RUTA 1 MANGA BONITA, GUACAICA; HOYO FRIO, DESCANSO INSTITUCIÓN EDUCATIVA Y VICEVERSA",Presentación de oferta,2024-06-19,2024-06-19,2024-06-19,24763745,Contratación régimen especial,Regla aplicable,95,día(s),,,,Manizales,IE SAN SEBASTIAN,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6284033'},718388820,Presentación de oferta
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.3138725,IDU-ID-SGGC-PSP-1119-DTP-2022,701946188,CO1.BDOS.3055714,CONTRATO DE PRESTACIÓN DE SERVICIOS PROFESIONALES,"Prestar servicios profesionales como especialista, para apoyar las labores a cargo del grupo de Urbanismo, Espacio Público, Paisajismo y Arquitectura de proyectos y contratos de la Dirección Técnica de Proyectos del sistema Transmilenio.",Presentación de oferta,2022-07-24,2022-07-24,2022-07-24,43400000,Contratación directa,Servicios profesionales y apoyo a la gestión,5,Mes(es),,,,No Aplica,Dirección Técnica de Proyectos,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705402733,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,Raul Jose Mongui Vengoechea,79886176,V1.81102202,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3064108'},701946188,Adjudicado
